label,abstract,processed_abstract
cancer,"BACKGROUND: Despite advancements in multimodal therapy, glioma remains a lethal brain tumor with limited prognostic biomarkers. Programmed cell death (PCD) pathways and long non-coding RNAs (lncRNAs) are emerging as therapeutic targets, but their combined prognostic potential in glioma remains underexplored. METHODS: RNA sequencing data from The Cancer Genome Atlas (TCGA) and Chinese Glioma Genome Atlas (CGGA) cohorts were analyzed to identify PCD-related lncRNAs. Least Absolute Shrinkage and Selection Operator (LASSO) Cox regression and multivariate Cox proportional hazards regression analyses were applied to construct a prognostic signature, with external validation performed in an independent cohort. Tumor immune microenvironment characterization was subsequently conducted through the Tumor IMmune Estimation Resource (TIMER) database using the inverse fold product algorithm, which quantified six tumor-infiltrating immune cells (TIIC) subtypes across 10,897 pan-cancer samples. Immune checkpoint differential expression between risk strata was assessed via single-sample gene set enrichment analysis (ssGSEA). Drug sensitivity prediction was performed using the Cancer Genome Project (GCP) databases. RESULTS: A 4-lncRNA signature effectively stratified patients into high-risk and low-risk groups. The prognosis of the high-risk group is worse. In multivariate analysis, a risk score can independently predict the prognosis and has a robust prediction efficiency in the CGGA external verification set. The infiltration of immunosuppressive cells, such as M2 macrophages, increased the expression of immune checkpoints, such as PD-L1, increased, and the infiltration of CD8 + T cells decreased in high-risk patients. Computational screening identified elesclomol as a potential therapeutic agent showing subtype-specific efficacy. CONCLUSIONS: This study highlights the prognostic significance of lncRNAs associated with PCD in glioma and provides computational evidence for their potential as therapeutic targets. While the results suggest novel avenues for treatment development, they must be interpreted cautiously due to the lack of experimental validation. Future studies should aim to validate these results through controlled clinical trials and explore underlying molecular mechanisms.",background despit advanc multimod therapi glioma remain lethal brain tumor limit prognost biomark program cell death pcd pathway long noncod rna lncrna emerg therapeut target combin prognost potenti glioma remain underexplor method rna sequenc data cancer genom atla tcga chines glioma genom atla cgga cohort analyz identifi pcdrelat lncrna least absolut shrinkag select oper lasso cox regress multivari cox proport hazard regress analys appli construct prognost signatur extern valid perform independ cohort tumor immun microenviron character subsequ conduct tumor immun estim resourc timer databas use invers fold product algorithm quantifi six tumorinfiltr immun cell tiic subtyp across 10897 pancanc sampl immun checkpoint differenti express risk strata assess via singlesampl gene set enrich analysi ssgsea drug sensit predict perform use cancer genom project gcp databas result 4lncrna signatur effect stratifi patient highrisk lowrisk group prognosi highrisk group wors multivari analysi risk score independ predict prognosi robust predict effici cgga extern verif set infiltr immunosuppress cell m2 macrophag increas express immun checkpoint pdl1 increas infiltr cd8 cell decreas highrisk patient comput screen identifi elesclomol potenti therapeut agent show subtypespecif efficaci conclus studi highlight prognost signific lncrna associ pcd glioma provid comput evid potenti therapeut target result suggest novel avenu treatment develop must interpret cautious due lack experiment valid futur studi aim valid result control clinic trial explor underli molecular mechan
cancer,"CONTEXT: Aging individuals are more likely to experience multiple health issues, resulting in increased and complex healthcare needs, particularly at the end-of-life (EoL). While several studies have shown that healthcare costs rose substantially during the final year and months of life, there is limited research on the EoL utilization and cost in Quebec, specifically using population-based data that span multiple healthcare settings and different causes of death. OBJECTIVE: To examine healthcare and social care utilization and cost during the last year of life of people who died in Quebec at the age of 66 and over, according to their cause of death. METHODS: We conducted a retrospective quantitative longitudinal study to analyze individuals' healthcare utilization and cost during their last year of life between 2014 and 2018. Individuals were retrieved from the death registry and classified according to their cause of death as: cancer, organ failure, frailty (physical or cognitive) and other or unknown. Healthcare and social care utilization included: medical visits, emergency department visits, hospitalizations, homecare and long-term care (LTC). Costs were attributed to services either directly from administrative databases or estimated from public financial reports. We used generalized linear models (GLMs) to assess variations in service utilization and costs: Poisson or negative binomial models were employed for count outcomes based on data dispersion, and Gamma log link for costs. RESULTS: The cohort included 21,255 individuals (52.6% women) with ~ 40% of deaths occurring among individuals aged 80-89 years. Nearly 50% of the cohort died from an organ failure, 30% of cancer and 15% of frailty. Cancer and organ failure were associated with high acute care use and costs, while frailty led to greater use of LTC and social care. Overall, the EoL the individual average cost was 34,467$ ($25,000-$53,000), depending on cause of death and type of services used. Notably, social services cost exceeds healthcare cost, especially for people who died from frailty, highlighting the financial burden of LTC accommodation. CONCLUSION: This study highlights distinct EoL healthcare and social services utilization and related costs among older adults, depending on the cause of death, age, and sex. These findings underscore the need for tailored care strategies that reflect different EoL trajectories.",context age individu like experi multipl health issu result increas complex healthcar need particularli endoflif eol sever studi shown healthcar cost rose substanti final year month life limit research eol util cost quebec specif use populationbas data span multipl healthcar set differ caus death object examin healthcar social care util cost last year life peopl die quebec age 66 accord caus death method conduct retrospect quantit longitudin studi analyz individu healthcar util cost last year life 2014 2018 individu retriev death registri classifi accord caus death cancer organ failur frailti physic cognit unknown healthcar social care util includ medic visit emerg depart visit hospit homecar longterm care ltc cost attribut servic either directli administr databas estim public financi report use gener linear model glm assess variat servic util cost poisson neg binomi model employ count outcom base data dispers gamma log link cost result cohort includ 21255 individu 526 women 40 death occur among individu age 8089 year nearli 50 cohort die organ failur 30 cancer 15 frailti cancer organ failur associ high acut care use cost frailti led greater use ltc social care overal eol individu averag cost 34467 2500053000 depend caus death type servic use notabl social servic cost exce healthcar cost especi peopl die frailti highlight financi burden ltc accommod conclus studi highlight distinct eol healthcar social servic util relat cost among older adult depend caus death age sex find underscor need tailor care strategi reflect differ eol trajectori
cancer,"BACKGROUND: Affordable HPV vaccines are needed to accelerate elimination of cervical cancer. We evaluated the efficacy, safety, and immunogenicity of a recombinant bivalent human papillomavirus (HPV) vaccine composed of L1 virus-like particles (VLPs) for HPV 16 and HPV18 (HPV-2), produced in Pichia pastoris, in healthy Chinese women aged 18-30 years. METHODS: In this phase 3, double-blind, randomised, placebo-controlled trial conducted at 10 centres in China (Nov 2014-Jan 2020), participants were assigned 1:1 to receive three doses of HPV-2 or placebo at months 0, 2, and 6. The primary endpoint was efficacy against histopathology-confirmed cervical intraepithelial neoplasia grade 2 or higher (CIN2+) associated with HPV16/18 through 48 months. Secondary endpoints were safety (adverse events [AEs] within 1 month of any dose; serious AEs throughout follow-up) and immunogenicity (neutralising antibody titres and seroconversion at Month 7 in a predefined subset). RESULTS: Of 12,000 women enrolled, 11,999 received the first dose and 11,281 completed all three doses. Over 48 months, 17 CIN2 + cases occurred: 3 among vaccine recipients (n = 5190) versus 14 among placebo recipients (n = 5167), corresponding to vaccine efficacy of 78.6% (95% CI 23.3-96.1; p = 0.012). No vaccine-related serious AEs occurred. Solicited local AEs were mainly mild pain, reported by 25.9% of vaccinees and 7.9% of placebo recipients. Fever was the most common systemic AE (27.4% vs. 26.4%). In the immunogenicity subset, 99.7% (349/350) and 99.4% (348/350) of vaccinees were seropositive for HPV16 and HPV18 neutralising antibodies, respectively, at Month 7. CONCLUSIONS: Three doses of HPV-2 were well tolerated, highly immunogenic, and efficacious against CIN2 + up to 4 years post-vaccination, supporting further evaluation in the adolescent target population for HPV vaccination campaigns. TRIAL REGISTRATION: China Drug Trials Registry (CTR20140626; registered Sept 26, 2014; prospective). CLINICALTRIALS: gov (NCT02733068; registered April 11, 2016; secondary).",background afford hpv vaccin need acceler elimin cervic cancer evalu efficaci safeti immunogen recombin bival human papillomaviru hpv vaccin compos l1 viruslik particl vlp hpv 16 hpv18 hpv2 produc pichia pastori healthi chines women age 1830 year method phase 3 doubleblind randomis placebocontrol trial conduct 10 centr china nov 2014jan 2020 particip assign 11 receiv three dose hpv2 placebo month 0 2 6 primari endpoint efficaci histopathologyconfirm cervic intraepitheli neoplasia grade 2 higher cin2 associ hpv1618 48 month secondari endpoint safeti advers event ae within 1 month dose seriou ae throughout followup immunogen neutralis antibodi titr seroconvers month 7 predefin subset result 12000 women enrol 11999 receiv first dose 11281 complet three dose 48 month 17 cin2 case occur 3 among vaccin recipi n 5190 versu 14 among placebo recipi n 5167 correspond vaccin efficaci 786 95 ci 233961 p 0012 vaccinerel seriou ae occur solicit local ae mainli mild pain report 259 vaccine 79 placebo recipi fever common system ae 274 vs 264 immunogen subset 997 349350 994 348350 vaccine seroposit hpv16 hpv18 neutralis antibodi respect month 7 conclus three dose hpv2 well toler highli immunogen efficaci cin2 4 year postvaccin support evalu adolesc target popul hpv vaccin campaign trial registr china drug trial registri ctr20140626 regist sept 26 2014 prospect clinicaltri gov nct02733068 regist april 11 2016 secondari
cancer,"High-grade serous ovarian cancer (HGSOC) is a highly fatal disease with frequent recurrence and high mortality rates, despite ongoing treatment advancements. Next-generation sequencing (NGS) is an experimental technique used to obtain extensive genetic information, making it a key component of precision medicine. We conducted a study based on a sample of 108 patients with HGSOC retrospectively selected from Severance Hospital and Gangnam Severance Hospital. We aimed to identify the genetic alterations associated with HGSOC recurrence and survival using deep targeted sequencing. Somatic mutations in NF1, FAT1, ROS1, NOTCH3, and BLM are more common in recurrent ovarian cancer. Differences in copy number variations (CNVs) and gene fusion events were also observed. Using multivariable stepwise logistic regression, we found that the presence of exonic mutations in the NF1 and ROS1 genes and a tumor mutational burden (TMB) value >/= 10 were significantly associated with recurrence in HGSOC patients. High TMB (TMB >/= 10), Del 13q14.3 mutation, and exonic mutations in NOTCH3, NF1, ROS1, ATM, FAT1, and SLX4 genes were associated with recurrence-free survival (RFS), while the ARID1A gene was observed to be associated with overall survival. This study identified key genetic alterations associated with recurrence and survival in HGSOC and confirmed that specific genetic mutations were linked to disease prognosis. We expect that these findings will contribute to more precise prognosis prediction and the development of personalized therapeutic strategies for patients with recurrent ovarian cancer. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1038/s41598-025-26481-4.",highgrad serou ovarian cancer hgsoc highli fatal diseas frequent recurr high mortal rate despit ongo treatment advanc nextgener sequenc ng experiment techniqu use obtain extens genet inform make key compon precis medicin conduct studi base sampl 108 patient hgsoc retrospect select sever hospit gangnam sever hospit aim identifi genet alter associ hgsoc recurr surviv use deep target sequenc somat mutat nf1 fat1 ros1 notch3 blm common recurr ovarian cancer differ copi number variat cnv gene fusion event also observ use multivari stepwis logist regress found presenc exon mutat nf1 ros1 gene tumor mutat burden tmb valu 10 significantli associ recurr hgsoc patient high tmb tmb 10 del 13q143 mutat exon mutat notch3 nf1 ros1 atm fat1 slx4 gene associ recurrencefre surviv rf arid1a gene observ associ overal surviv studi identifi key genet alter associ recurr surviv hgsoc confirm specif genet mutat link diseas prognosi expect find contribut precis prognosi predict develop person therapeut strategi patient recurr ovarian cancer supplementari inform onlin version contain supplementari materi avail 101038s41598025264814
cancer,"OBJECTIVE: Despite strong evidence supporting universal psychosocial risk screening in pediatric cancer implementation remains inconsistent. Factors at organizational, provider, and patient/family levels impact implementation. Potential differing perspectives regarding risk screening among multidisciplinary providers may influence uptake. This study describes perceived barriers and facilitators in implementing the Psychosocial Assessment Tool (PAT), a psychosocial risk screener and examines differences by discipline. METHODS: One hundred seventeen healthcare providers (HCPs) representing medical, social work, and psychology from 18 pediatric cancer programs completed two scales from PAT Implementation Questionnaire (PIQ). Item scores (1-4 scale) were ranked and differences tested by discipline. RESULTS: Barriers were perceived as ""minor"" and facilitators as ""significant"" and overall PIQ scale scores did not differ by discipline. PIQ-B had a significantly lower mean score (M = 2.03) than PIQ-F (M = 3.08), p < 0.001). Barriers and facilitators rated most impactful (highest mean scores) were: Barriers: ""Language barriers/cultural considerations"" (M = 2.37) and ""Integrating results in EHR"" (M = 2.26); and Facilitators: ""Promotes psychosocial care for all families"" (M = 3.31) and ""Promotes positive psychosocial outcomes"" (M = 3.25). Significant differences were found in the rank ordering of barriers and facilitators by discipline, between social workers and psychologists, with the former noting time constraints associated with screening. CONCLUSIONS: Multidisciplinary HCPs generally agree on the benefits and challenges in implementation of screening with the PAT. Subtle variations in perceived impact of barriers and facilitators between social workers and psychologists highlight the importance of interdisciplinary collaboration and communication to facilitate implementation.",object despit strong evid support univers psychosoci risk screen pediatr cancer implement remain inconsist factor organiz provid patientfamili level impact implement potenti differ perspect regard risk screen among multidisciplinari provid may influenc uptak studi describ perceiv barrier facilit implement psychosoci assess tool pat psychosoci risk screener examin differ disciplin method one hundr seventeen healthcar provid hcp repres medic social work psycholog 18 pediatr cancer program complet two scale pat implement questionnair piq item score 14 scale rank differ test disciplin result barrier perceiv minor facilit signific overal piq scale score differ disciplin piqb significantli lower mean score 203 piqf 308 p 0001 barrier facilit rate impact highest mean score barrier languag barrierscultur consider 237 integr result ehr 226 facilit promot psychosoci care famili 331 promot posit psychosoci outcom 325 signific differ found rank order barrier facilit disciplin social worker psychologist former note time constraint associ screen conclus multidisciplinari hcp gener agre benefit challeng implement screen pat subtl variat perceiv impact barrier facilit social worker psychologist highlight import interdisciplinari collabor commun facilit implement
cancer,"Metastatic cancer cells, originating from cancer stem cells with metastatic capacity, utilize nutrient flexibility to navigate the challenges of the metastatic cascade. However, the nutrient required to maintain the stemness potentials of metastatic cancer cells remains unclear. Here, we reveal that metastatic breast cancer cells sustain stemness and initiate metastasis upon detachment by taking up and oxidizing lactate. In detached metastasizing breast cancer cells, lactate is incorporated into the tricarboxylic acid cycle, boosting oxidative phosphorylation, and promoting the stemness potentials via alpha-KG-DNMT3B-mediated SOX2 hypomethylation. Moreover, lactate is taken up and oxidized in mitochondria by the CD147/MCT1/LDHB complex, which correlates with stemness potentials and tumor metastasis in patients with breast cancer. An intracellularly expressed single-chain variable fragment targeting mitochondrial CD147 (mito-CD147 scFv) effectively disrupts the mitochondrial CD147/MCT1/LDHB complex, inhibits lactate-induced stemness potential, depletes circulating breast cancer cells, and reduces metastatic burden, suggesting promising clinical applications in reducing lactate-fueled metastasis.",metastat cancer cell origin cancer stem cell metastat capac util nutrient flexibl navig challeng metastat cascad howev nutrient requir maintain stem potenti metastat cancer cell remain unclear reveal metastat breast cancer cell sustain stem initi metastasi upon detach take oxid lactat detach metastas breast cancer cell lactat incorpor tricarboxyl acid cycl boost oxid phosphoryl promot stem potenti via alphakgdnmt3bmedi sox2 hypomethyl moreov lactat taken oxid mitochondria cd147mct1ldhb complex correl stem potenti tumor metastasi patient breast cancer intracellularli express singlechain variabl fragment target mitochondri cd147 mitocd147 scfv effect disrupt mitochondri cd147mct1ldhb complex inhibit lactateinduc stem potenti deplet circul breast cancer cell reduc metastat burden suggest promis clinic applic reduc lactatefuel metastasi
cancer,"BACKGROUND: Patients with intermediate risk thyroid cancer face the decision of whether or not to undergo radioactive iodine (RAI) treatment after total thyroidectomy. This process is challenging due to the unclear risks and benefits of RAI treatment for intermediate risk disease. The study identified the decisional needs of patients offered RAI treatment for thyroid cancer to inform the development of a web-based patient decision aid (PtDA). METHOD: We used purposive sampling to recruit 23 adult patients with thyroid cancer (M(age) = 39.1; 83% female) from three metropolitan hospitals who were offered RAI treatment. Participants completed an online survey before taking part in one of four 2-h focus groups moderated by a clinical psychologist. Semi-structured interviews explored patients' experiences, decisional needs, and recommended elements for a PtDA. Two raters independently coded transcripts and used content analysis to analyze qualitative data.  RESULTS: Content analysis revealed three broad domains: (1) the range of patient involvement in the RAI treatment decision-making process, (2) personal values-based decisional outcomes, and (3) decision aid content recommendations on the basis of patients' knowledge gaps about RAI treatment. Patients' recommendations included the need for information on the RAI dose and common side effects, risk stratification, safety precautions for radioactivity, low-iodine diet guidance, and financial costs. CONCLUSION: The study provides patient insights for a targeted web-based PtDA that integrates personal values, risk information, and logistical considerations to support informed decision-making about RAI treatment. Future research to examine the benefits of PtDAs for treatment of intermediate-risk thyroid cancer is needed.",background patient intermedi risk thyroid cancer face decis whether undergo radioact iodin rai treatment total thyroidectomi process challeng due unclear risk benefit rai treatment intermedi risk diseas studi identifi decision need patient offer rai treatment thyroid cancer inform develop webbas patient decis aid ptda method use purpos sampl recruit 23 adult patient thyroid cancer mage 391 83 femal three metropolitan hospit offer rai treatment particip complet onlin survey take part one four 2h focu group moder clinic psychologist semistructur interview explor patient experi decision need recommend element ptda two rater independ code transcript use content analysi analyz qualit data result content analysi reveal three broad domain 1 rang patient involv rai treatment decisionmak process 2 person valuesbas decision outcom 3 decis aid content recommend basi patient knowledg gap rai treatment patient recommend includ need inform rai dose common side effect risk stratif safeti precaut radioact lowiodin diet guidanc financi cost conclus studi provid patient insight target webbas ptda integr person valu risk inform logist consider support inform decisionmak rai treatment futur research examin benefit ptda treatment intermediaterisk thyroid cancer need
cancer,"Radioligand-antibody conjugates (RadioBodies), also known as radiolabeled antibodies, represent an emerging class that enables targeted delivery of radionuclides to tumor cells using antibodies. Conventional antibodies (full-length antibodies) and nonconventional antibodies (antibody fragments) are ideal agents for targeted delivery of radionuclides to tumor sites, owing to their high affinity and specificity. Antibody guides the radionuclide to a precise target, where it participates in killing of cancer cells (therapy) or helps with imaging (diagnosis). RadioBodies are yet to be effectively employed in cancer theranostics but have the potential for the same. Conventional antibodies have long circulatory half-lives, a feature that limits their application in diagnosis but is desirable for therapy. Using nonconventional antibodies (antibody fragments) offers the advantages of small size and removal of the Fc function, which reduces the serum half-life. In recent years, advances in antibody engineering, chelator chemistry and radionuclide technology have greatly facilitated the development of RadioBodies for desired applications. In this review, we discuss the roles of antibodies, chelators, and radionuclides in the clinical development of RadioBodies for cancer theranostics.",radioligandantibodi conjug radiobodi also known radiolabel antibodi repres emerg class enabl target deliveri radionuclid tumor cell use antibodi convent antibodi fulllength antibodi nonconvent antibodi antibodi fragment ideal agent target deliveri radionuclid tumor site owe high affin specif antibodi guid radionuclid precis target particip kill cancer cell therapi help imag diagnosi radiobodi yet effect employ cancer theranost potenti convent antibodi long circulatori halfliv featur limit applic diagnosi desir therapi use nonconvent antibodi antibodi fragment offer advantag small size remov fc function reduc serum halflif recent year advanc antibodi engin chelat chemistri radionuclid technolog greatli facilit develop radiobodi desir applic review discuss role antibodi chelat radionuclid clinic develop radiobodi cancer theranost
cancer,"BACKGROUND: Secondary lymphedema is a common complication after breast cancer treatment. Traditional diagnostic techniques often lack objectivity, are prone to operator bias, and show limited reproducibility. There is a need for diagnostic methods that are reliable, noninvasive, and suitable for monitoring disease progression. This study (German Clinical Trials Register, DRKS-ID: DRKS00027366) aimed to evaluate hyperspectral imaging as a tool for detecting and classifying secondary lymphedema. METHODS: We conducted a prospective multicenter study including 58 women with unilateral secondary lymphedema. Lymphedema severity was categorized according to the International Society of Lymphology. Each participant underwent conventional assessments, including limb circumference measurements, two-point discrimination tests, joint mobility evaluation, and ultrasound imaging of skin and subcutaneous tissue, plus gave patient-reported outcomes. Hyperspectral images were collected using the TIVITA Tissue system, which captures light reflectance from 500 to 1000 nanometers. From these data, the lipid-to-water ratio and the TIVITA tissue water index were calculated to evaluate tissue changes related to lymphedema. RESULTS: Here, we show that conventional methods correlate moderately with lymphedema stage, with ultrasound measurements of skin and subcutaneous thickness showing the strongest associations. Hyperspectral imaging shows strong correlations, with interlimb differences in lipid-to-water ratio and tissue water index outperforming conventional methods. These measurements highlight clear fluid accumulation in the affected limbs. CONCLUSIONS: Hyperspectral imaging provides reproducible, objective, and noninvasive assessment of secondary lymphedema. These findings support its potential as a diagnostic and monitoring tool to improve staging and treatment evaluation.",background secondari lymphedema common complic breast cancer treatment tradit diagnost techniqu often lack object prone oper bia show limit reproduc need diagnost method reliabl noninvas suitabl monitor diseas progress studi german clinic trial regist drksid drks00027366 aim evalu hyperspectr imag tool detect classifi secondari lymphedema method conduct prospect multicent studi includ 58 women unilater secondari lymphedema lymphedema sever categor accord intern societi lympholog particip underw convent assess includ limb circumfer measur twopoint discrimin test joint mobil evalu ultrasound imag skin subcutan tissu plu gave patientreport outcom hyperspectr imag collect use tivita tissu system captur light reflect 500 1000 nanomet data lipidtowat ratio tivita tissu water index calcul evalu tissu chang relat lymphedema result show convent method correl moder lymphedema stage ultrasound measur skin subcutan thick show strongest associ hyperspectr imag show strong correl interlimb differ lipidtowat ratio tissu water index outperform convent method measur highlight clear fluid accumul affect limb conclus hyperspectr imag provid reproduc object noninvas assess secondari lymphedema find support potenti diagnost monitor tool improv stage treatment evalu
cancer,"BACKGROUND: The role of exercise in modulating the immune system and cytokines has garnered increasing attention, particularly in the context of breast cancer survivorship. Breast cancer and its treatments often lead to immunosuppression, which can heighten the risk of infections and recurrence. Emerging evidence suggests that various forms of exercise, including aerobic and resistance exercise, can positively influence cytokine profiles in breast cancer patients. However, the specific effects and underlying mechanisms remain underexplored. OBJECTIVE: We aimed to conduct a systematic review of the studies focused on the effects of exercise on cytokine profiles of breast cancer survivors. METHODS: The databases of Cochrane Library, PubMed, Science Direct, Scopus, SPORTDiscus, and Web of Science were searched until 31 December 2024, following PRISMA guidelines. Randomized controlled trials were included if they compared breast cancer survivors participating in a structured exercise program with a non-exercise control group and measured cytokine variables both before and after the intervention. The quality of the included studies was rated with the PEDro scale. RESULTS: Eleven studies with 481 individuals undergoing exercise interventions were included in the analysis and compared to 240 individuals as controls. Participants in these studies ranged in age from early 40s to late 50s. These studies examined the effects of various exercise interventions, including resistance exercise (n = 2), aerobic exercise (n = 2), concurrent aerobic + resistance exercise (n = 5), tai chi (n = 1), and yoga (n = 1). The training period ranged from 8 to 52 weeks, with most studies lasting 12-15 weeks. The average frequency of training was three sessions per week with a mean session duration of 55 min. The quality of the studies showed a mean PEDro score of 6.5 +/- 0.9 points (range 5-8 points). Both aerobic and resistance training alone or in combination impacted several immune indices, including decreases in serum concentrations of interleukin-15 (IL-15), macrophage migration inhibitory factor (MIF), TNF-alpha expression in NK and NKT cells (NKTNF-alpha, and NKTTNF-alpha), and lower IL-10/TNF-alpha ratio. Other less habitual exercise interventions such as tai chi and yoga also induced positive effects on immune indices. CONCLUSION: Breast cancer survivors enrolled in several forms of exercise training showed improved cytokine parameters compared with counterparts who did not perform exercise. The benefits of exercise training on cytokine profiles of breast cancer survivors were evident with both aerobic and resistance training, whether performed separately or in combination, and with other training regimens such as tai chi and yoga.",background role exercis modul immun system cytokin garner increas attent particularli context breast cancer survivorship breast cancer treatment often lead immunosuppress heighten risk infect recurr emerg evid suggest variou form exercis includ aerob resist exercis posit influenc cytokin profil breast cancer patient howev specif effect underli mechan remain underexplor object aim conduct systemat review studi focus effect exercis cytokin profil breast cancer survivor method databas cochran librari pubm scienc direct scopu sportdiscu web scienc search 31 decemb 2024 follow prisma guidelin random control trial includ compar breast cancer survivor particip structur exercis program nonexercis control group measur cytokin variabl intervent qualiti includ studi rate pedro scale result eleven studi 481 individu undergo exercis intervent includ analysi compar 240 individu control particip studi rang age earli 40 late 50 studi examin effect variou exercis intervent includ resist exercis n 2 aerob exercis n 2 concurr aerob resist exercis n 5 tai chi n 1 yoga n 1 train period rang 8 52 week studi last 1215 week averag frequenc train three session per week mean session durat 55 min qualiti studi show mean pedro score 65 09 point rang 58 point aerob resist train alon combin impact sever immun indic includ decreas serum concentr interleukin15 il15 macrophag migrat inhibitori factor mif tnfalpha express nk nkt cell nktnfalpha nkttnfalpha lower il10tnfalpha ratio less habitu exercis intervent tai chi yoga also induc posit effect immun indic conclus breast cancer survivor enrol sever form exercis train show improv cytokin paramet compar counterpart perform exercis benefit exercis train cytokin profil breast cancer survivor evid aerob resist train whether perform separ combin train regimen tai chi yoga
cancer,"PARG plays an important role in cancer progression and immunoresponse, but its role in breast cancer is not yet fully elucidated. The advanced breast cancer is still a persistent challenge in clinical oncology. Despite the encouraging progress made in cancer immunotherapy, its efficacy is still limited by tumor malignancy and the immunosuppressive microenvironment. Through comprehensive proteomic analysis employing liquid chromatography-tandem mass spectrometry, we identified ITCH-a HECT-family E3 ubiquitin ligase-as a novel interaction partner of PARG. Co-immunoprecipitation and ubiquitination assays revealed that the PARG inhibition markedly enhances the PARylation of the E3 ubiquitin ligase ITCH. This triggers its autoubiquitination-dependent activation, after which activated ITCH catalyzes the ubiquitination of the oncoprotein metadherin (MTDH). This ultimately leads to MTDH's proteasomal degradation and the consequent suppression of tumor growth. Importantly, RNA immunoprecipitation analysis further demonstrated that PARGi-induced ITCH/MTDH potentiates the MHC-I antigen presentation machinery in tumor cells, which correlates with increased infiltration of cytotoxic T lymphocytes within the tumor microenvironment. In invivo validation, combinatorial therapy using the selective PARG inhibitor COH34 with anti-PD-L1 immune checkpoint blockade demonstrated synergistic therapeutic efficacy in a murine breast cancer model. To the best of our knowledge, PARG inhibition plays an important role in limiting cancer progression and potentiating immune response, depending on its regulatory function in PARylation and ubiquitination in breast cancer.",parg play import role cancer progress immunorespons role breast cancer yet fulli elucid advanc breast cancer still persist challeng clinic oncolog despit encourag progress made cancer immunotherapi efficaci still limit tumor malign immunosuppress microenviron comprehens proteom analysi employ liquid chromatographytandem mass spectrometri identifi itcha hectfamili e3 ubiquitin ligasea novel interact partner parg coimmunoprecipit ubiquitin assay reveal parg inhibit markedli enhanc paryl e3 ubiquitin ligas itch trigger autoubiquitinationdepend activ activ itch catalyz ubiquitin oncoprotein metadherin mtdh ultim lead mtdh proteasom degrad consequ suppress tumor growth importantli rna immunoprecipit analysi demonstr pargiinduc itchmtdh potenti mhci antigen present machineri tumor cell correl increas infiltr cytotox lymphocyt within tumor microenviron invivo valid combinatori therapi use select parg inhibitor coh34 antipdl1 immun checkpoint blockad demonstr synergist therapeut efficaci murin breast cancer model best knowledg parg inhibit play import role limit cancer progress potenti immun respons depend regulatori function paryl ubiquitin breast cancer
cancer,"PURPOSE: Mandibular fractures (MF) are among the most common facial injuries, with significant implications for patient function and quality of life. There is a lack of comprehensive, multi-institutional studies examining short term outcomes and predictors of early complications after treatment of mandibular fractures. METHODS: The American College of Surgeons National Surgical Quality Improvement Program database (ACS-NSQIP) was queried for the time period 2008 through 2021 to identify patients who underwent open reduction and internal fixation (ORIF) of MF. We extracted data on comorbidities, preoperative blood values, and 30-day postoperative outcomes regarding the occurrence of complications. RESULTS: A total of n = 2,705 patients (443 females; 2,262 males) with an average age of 35 years and a mean BMI of 25.4 kg/m(2) were analyzed. The most common fracture locations were the mandibular body (42%), angle (22%), and symphysis (16%). Complications occurred in 9.4% of cases, with reoperations and readmissions being the most common general complications. Multivariate analysis revealed site-specific risk profiles: condylar and symphyseal fractures showed higher complication rates, while subcondylar fractures had lower rates. Patients undergoing ORIF without placement in mandibulomaxillary fixation (MMF) had a higher rate of surgical complications. Smoking, weight loss, disseminated cancer history, and higher wound class were independently associated with increased risk of complications. CONCLUSION: A 30-day postoperative complication rate of nearly 10% emphasizes the need for robust risk stratification and targeted strategies to further improve surgical safety in this challenging patient population. Site-specific risk variations, particularly for symphyseal and condylar fractures, and the higher rate of complication in patients without MMF, underscore the importance of tailored procedural planning. Moreover, identifying smoking and inpatient care as independent risk factors underscores the value of addressing modifiable risks and optimizing care for high-risk patients to improve surgical outcomes.",purpos mandibular fractur mf among common facial injuri signific implic patient function qualiti life lack comprehens multiinstitut studi examin short term outcom predictor earli complic treatment mandibular fractur method american colleg surgeon nation surgic qualiti improv program databas acsnsqip queri time period 2008 2021 identifi patient underw open reduct intern fixat orif mf extract data comorbid preoper blood valu 30day postop outcom regard occurr complic result total n 2705 patient 443 femal 2262 male averag age 35 year mean bmi 254 kgm2 analyz common fractur locat mandibular bodi 42 angl 22 symphysi 16 complic occur 94 case reoper readmiss common gener complic multivari analysi reveal sitespecif risk profil condylar symphys fractur show higher complic rate subcondylar fractur lower rate patient undergo orif without placement mandibulomaxillari fixat mmf higher rate surgic complic smoke weight loss dissemin cancer histori higher wound class independ associ increas risk complic conclus 30day postop complic rate nearli 10 emphas need robust risk stratif target strategi improv surgic safeti challeng patient popul sitespecif risk variat particularli symphys condylar fractur higher rate complic patient without mmf underscor import tailor procedur plan moreov identifi smoke inpati care independ risk factor underscor valu address modifi risk optim care highrisk patient improv surgic outcom
