label,abstract
infection,"BACKGROUND: Hand, foot and mouth disease (HFMD) was an acute infectious disease. This study aimed to estimate the development trend of HFMD. METHODS: The incidence surveillance data of HFMD from 2005 to 2019 mainly came from the Public Health Sciences Data Center of China. Bayesian age-period-cohort (BAPC) model was compared with other models to evaluate the accuracy of the incidence of HFMD and to predict its incidence up to 2030. RESULTS: A total of 22,559,406 cases of HFMD were reported. The test results showed that BAPC model may be better than Auto-regressive integrated moving average (Auto_arima), Exponential smoothing (ETS), Prophet and Earth models on mean absolute error (MAE), symmetric mean absolute percentage error (SMAPE), mean square error (MSE) and root mean square error (RMSE) indicators. From 2005 to 2019, there was a trend toward increasing HFMD incidence (Average Annual Percent Change (AAPC) = 45.9, 95% CI 15.5, 84.3, p < 0.1) by joinpoint regression analysis. But BAPC model showed that the annual reported incidence of HFMD in mainland China appeared to be on a downward trend by 2030 (954,069.79 cases, 67.3966 cases per 100,000). Spatial-temporal aggregation analysis detected four high-risk areas of a ""most likely"" cluster (southern central region), a secondary cluster (eastern region) and two tertiary clusters (northern region, southwestern region). CONCLUSIONS: It was important to protect the population, especially children in high-risk areas of HFMD. In high Gross Domestic Product (GDP) per capita areas, especially urban areas, health departments should advise to reduce gathering activities that may cause the spread of HFMD. In areas such as train stations, bus stations, and airports with more floating population, health department should advise travelers not to stay in these areas for a long time."
infection,"Arthropods are ancient vectors of infectious disease that alter the immune environment of the skin during feeding. The epidermis and its immune sentinels, including Langerhans cells, are critical for protection against ectoparasitic arthropods such as ticks. Here, we investigate how human Langerhans cells respond to clinical and experimental tick bites and concomitant infection with the tick-borne bacterium Borrelia burgdorferi. Using imaging, migration assays, immune spheroid models, and single-cell transcriptomic analysis of patient samples, we show that tick bites and tick saliva reprogram Langerhans cells to increase migration into lymphatic tissues, adopt a tolerogenic state marked by specific transcriptional programs, reduced ability to induce pro-inflammatory helper T cells, and enhanced promotion of type 2 and regulatory T cell responses. This shift dampens protective immunity and helps explain how ticks and their pathogens evade host defense and achieve efficient transmission."
infection,"Melioidosis, an infectious disease caused by Burkholderia pseudomallei, poses significant public health challenges, particularly in regions where specific environmental factors play crucial roles in its spread. However, traditional risk assessment methods for melioidosis do not comprehensively incorporate the diverse environmental factors that influence the distribution of this bacteria. This paper presents a spatiotemporal analysis of melioidosis transmission in Ubon Ratchathani, Thailand, through a comparative evaluation of extreme gradient boosting (XGBoost) and TabNet models. To model the disease distribution over spatiotemporal scales, various environmental datasets were integrated, including land surface temperature, normalized difference vegetation index, normalized difference water index, and rainfall data. The models were trained and validated on data spanning from January 1, 2013, to December 31, 2022, which were obtained from 219 subdistricts. Our comparative analysis of the two models showed that TabNet outperformed XGBoost, particularly in capturing complex interactions between environmental variables and melioidosis cases, and achieved a higher accuracy score (0.950 for TabNet versus 0.892 for XGBoost). While both models performed similarly in terms of the area under the receiver operating characteristic curve, TabNet exhibited marginally more variability. These results underscore the importance of environmental data for refining predictive models that are used for melioidosis surveillance and management."
infection,"Splenomegaly with diffuse heterogeneous parenchyma was detected in a 6-year-old female Lagotto Romagnolo from Germany during routine ultrasonographic examination. The cytologic examination of a fine needle aspirate of the spleen revealed reactive lymphoid hyperplasia and extramedullary hematopoiesis. During diagnostic workup, babesiosis with high Babesia antibody levels and evidence of Babesia canis was diagnosed as the cause of the splenic parenchymal findings. At no time, the dog showed any clinical signs or clinicopathologic findings associated with the infection, although active babesiosis was diagnosed. Due to the high antibody level, it can be postulated that the dog had already been exposed to the pathogen at an earlier stage or that she had a subacute course of the disease.To the authors' knowledge, this is one of the few descriptions of babesiosis with structural splenopathy with evidence of extramedullary hematopoiesis as the only indication of the presence of the infectious disease and without corresponding clinicopathologic findings."
infection,"A central signal that marshals host defense against many infections is the lymphocyte-derived cytokine interferon-gamma (IFNgamma). The IFNgamma receptor is expressed on most human cells, and its activation leads to the expression of antimicrobial proteins that execute diverse cell-autonomous immune programs. One such immune program consists of the sequential detection, ubiquitylation, and destruction of intracellular pathogens. Recently, the IFNgamma-inducible ubiquitin E3 ligase RNF213 was identified as a pivotal mediator of such a defense axis. RNF213 provides host protection against viral, bacterial, and protozoan pathogens. To establish infections, potentially susceptible intracellular pathogens must have evolved mechanisms that subdue RNF213-controlled cell-autonomous immunity. In support of this hypothesis, we demonstrate here that a causative agent of bacillary dysentery, Shigella flexneri, uses the type III secretion system (T3SS) effector IpaH1.4 to induce the degradation of RNF213. S. flexneri mutants lacking IpaH1.4 expression are bound and ubiquitylated by RNF213 in the cytosol of IFNgamma-primed host cells. Linear (M1-) and lysine-linked ubiquitylation of S. flexneri requires RNF213 but is independent of the linear ubiquitin chain assembly complex (LUBAC). We find that ubiquitylation of S. flexneri is insufficient to kill intracellular bacteria, suggesting that S. flexneri employs additional virulence factors to escape from host defenses that operate downstream from RNF213-driven ubiquitylation. In brief, this study identified the bacterial IpaH1.4 protein as an inhibitor of mammalian RNF213 and highlights evasion of RNF213-driven immunity as a characteristic of the human-tropic pathogen Shigella."
diabetes,"Diabetic foot ulcers (DFUs) represent a severe complication of diabetes mellitus, leading to significant morbidity, amputation risk, and healthcare burden. This systematic review and meta-analysis aimed to evaluate the association between circulating ischemia-modified albumin (IMA) levels and DFU. A comprehensive search of PubMed, Scopus, Cochrane Central and Google Scholar databases was conducted to identify eligible observational studies reporting IMA concentrations in DFU patients, diabetics without foot ulcers, and healthy controls. Meta-analyses were performed using both frequentist random-effects models and Bayesian approaches. Standardized mean differences (SMDs) with 95% confidence intervals (CIs) were used to express continuous outcomes. PET-PEESE regression analyses assessed publication bias and small-study effects. A total of six studies were included, with five eligible for meta-analysis. Compared to healthy controls, DFU patients exhibited significantly higher IMA levels [pooled SMD = 3.21 (95% CI: 1.40, 5.03)]. Similarly, DFU patients had higher IMA levels than diabetics without foot ulcers [pooled SMD = 1.21 (95% CI: 0.23, 2.20)]. Both frequentist and Bayesian analyses consistently supported these findings despite notable heterogeneity. Adjusted analyses of IMA for serum albumin further confirmed its discriminative value in DFU. PET-PEESE analyses did not detect significant publication bias. This meta-analysis highlights the potential of IMA as a biomarker for diagnosis, risk stratification, and monitoring in DFU management. Despite significant associations, high inter-study heterogeneity and the limited number of studies restrict generalizability. Future research should focus on standardizing measurement protocols, validating clinical cut-offs, and conducting large-scale prospective studies to confirm its utility."
diabetes,"Background To investigate a potential association of Positron Emission Tomography (PET)-determined classical and endogen type of coronary microvascular dysfunction (CMD) and cardiovascular outcome in cardio-metabolic disease.Methods We consecutively enrolled 287 symptomatic patients with normal pharmacological stress and rest myocardial perfusion on (13)N-ammonia PET/CT. (13)N-ammonia PET/CT concurrently assessed myocardial flow reserve (MFR). normal coronary microvascular function (nCMF) was defined by a MFR of >/= 2.0, while an abnormal MFR of < 2.0 signified CMD. Patients were then sub-grouped nCMF with classical type (group 1) or endogen type (group 2) and CMD with classical type (group 3) and endogen type (group 4), respectively. Major adverse cardiovascular events (cardiovascular death, acute coronary syndrome, myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, or ischemic stroke) were assessed as clinical outcome parameters over a mean follow-up of 2.52 +/- 1.31years.Results During follow-up, 15 of 287 patients (5%) suffered cardiovascular events. Six of the group 1 patients developed a cerebral stroke. In group 2, 3, and 4, cardiovascular events occurred in 0, 8 (four cardiovascular death, three coronary angioplasty), and 1 (one ischemic) patient, respectively (p </= 0.0001, univariate by log-rank test). Patients in group 3 demonstrated a significantly higher incidence of cardiovascular events compared to group 1, 2 and 4, respectively (p = 0.004, log-rank test). On multivariate analysis, only diabetes mellitus remained independently associated with cardiovascular events (p < 0.0001, multivariate by Cox regression model).Conclusions The classical but not necessarily the endogen type of CMD is potentially associated with an increased risk of developing cardiovascular events in a cardiometabolic disease population. Graphical abstract."
diabetes,"BACKGROUND AND HYPOTHESIS: Gestational diabetes mellitus (GDM) is a prevalent metabolic disorder in pregnant women, marked by hyperglycemia and glucose intolerance that initially appears during pregnancy. It presents serious health concerns to both the mother and the foetus, increasing the likelihood of complications such as preterm birth, preeclampsia, and fetal macrosomia. Early detection and timely intervention are crucial for minimizing these risks. However, current screening methods for GDM, such as the oral glucose tolerance test (OGTT), are typically administered between 24 and 28 weeks of gestation, leaving a substantial window during which metabolic changes may already be affecting maternal and fetal outcomes. We hypothesized that the serum metabolomics analysis may serve as a potential method for the predictive screening of GDM during the first trimester of pregnancy. Within this framework, the present study has been designed to identify distinctive metabolic patterns in the serum samples of pregnant women during the first trimester that are predictive of GDM development later in pregnancy. METHODS: The study involved a cohort of hundred (N = 100) pregnant women in their first trimester were recruited and grouped based on their subsequent development of GDM (referred here as pre-GDM group, N = 29) and non-GDM (i.e. normoglycemic, N = 71). The serum metabolic profiles were measured using 800 MHz NMR spectroscopy and compared using sparse PLS-DA (Partial Least Squares Discriminant Analysis). RESULTS: The 3D score plot revealed exquisite clustering of pre-GDM subjects and separation from non-GDM group. The performance of sPLS-DA model is validated through cross-validation and the VIP score plot highlighted several key metabolites contributing to the discrimination. Further, the receiver operating characteristic (ROC) curve analysis highlighted their diagnostic potential in distinguishing between the pre-GDM and non-GDM groups. Overall, 15 metabolic features provided a robust foundation for distinguishing between pre-GDM and non-GDM groups, with alanine, myo-inositol, valine and glucose showing the highest diagnostic potential. CONCLUSION: The study demonstrated that NMR-based serum metabolomics can identify distinctive metabolic signatures during the first trimester that are predictive of subsequent GDM development. These findings suggest the potential of this approach as a supportive tool for early screening and risk stratification in pregnant women, warranting validation in larger, multi-center cohorts."
diabetes,"Diabetes mellitus exacerbates cerebral ischemic damage by potentiating neuroinflammation. We hypothesized that activation of the bradykinin type 2 receptor, a mediator of inflammation and vascular dynamics, might be detrimental to ischemic injury development in diabetic animals. We monitored the acute phase of cerebral ischemia in type 1 diabetic mice, diabetic bradykinin type 2 receptor knock-out mice, and their non-diabetic controls using neurological assessment, magnetic resonance imaging, and a comprehensive immuno-histochemical and morphological analysis to quantify changes in microglial, neutrophil, and neuronal populations. Our findings reveal that bradykinin type 2 receptor deficiency ameliorates neurological deficit in non-diabetic mice, despite similar ischemic lesion volumes across all investigated groups. Furthermore, in non-diabetic animals, the bradykinin type 2 receptor plays a discernible role in edema resolution, neuroprotection, and regulation of microglial response to ischemia. However, diabetes, as a stroke comorbidity, alters the involvement of the bradykinin type 2 receptor in ischemic injury development. Bradykinin type 2 receptor-deficient diabetic animals demonstrate delayed microglial cell loss and reduced microglial reactivity following ischemia compared to diabetic animals with functional bradykinin type 2 receptors. The attenuated immune response is accompanied by a marked absence of infiltrating neutrophils within the ischemic territory and improved neuronal survival. This study demonstrates that diabetes profoundly modifies the role of bradykinin type 2 receptor in cerebral ischemic injury, influencing both acute neuroinflammation and cell survival. These findings support the potential of the bradykinin type 2 receptor as a therapeutic target for stroke in diabetic population, warranting further investigation."
diabetes,"PURPOSE OF REVIEW: Hypertension is the leading modifiable risk factor for cardiovascular disease. Despite multiple antihypertensive therapies, blood pressure (BP) control remains suboptimal in many individuals with persistent cardiovascular risk. This review evaluates the antihypertensive potential of sodium-glucose cotransporter-2 inhibitors (SGLT2-i) and glucagon-like peptide-1 receptor agonists (GLP-1RA), particularly in patients with comorbid diabetes, HF, CKD or resistant hypertension. RECENT FINDINGS: SGLT2-i consistently lower office SBP/DBP (2.5-4.0/1.5-2.0 mmHg) and 24-hour ambulatory BP (3.8/1.8 mmHg). GLP-1RAs show modest SBP reductions (1.8-5.1 mmHg) and minimal DBP effects (~ 0.5 mmHg), though tirzepatide shows greater efficacy (~ 10.6 mmHg) in select populations. Both classes have demonstrated cardio-renal benefits, favorable safety profiles, and reduced polypharmacy. SGLT2-i exert more consistent BP-lowering effects than GLP-1RA, largely due to their diuretic-like action. While not first-line therapies, both drug classes show promise as adjuncts in high-risk populations. Future research should further define their role in comprehensive hypertension management."
diabetes,"Diabetes is characterized by increased blood glucose levels (hyperglycemia) linked with insufficient insulin secretion or action. Diabetes has become a major health concern in the twenty-first century. Persistent hyperglycemia damages the kidneys, nerves, eyes, and heart. Furthermore, cardiovascular problems such as hypertension, abnormal lipoprotein concentrations, and cerebrovascular disease are more common in diabetic patients. Looking at the limitations of current diabetes treatment and associated complications, such as nephropathy, retinopathy, and cardiomyopathy, the approach of exploring plant bioactive compounds as an alternative therapeutic option has gained prime importance. Gallic acid is one of the important natural products that has been extensively studied for its various pharmacological effects. Emerging evidence suggests gallic acid modulates key pathways involved in glucose metabolism and oxidative stress, offering a multi-targeted approach to mitigate diabetic complications. The present review focuses on scientific studies carried out on gallic acid for its effect on diabetes and diabetic complications."
diabetes,"BACKGROUNDS AND AIMS: Diabetic peripheral neuropathy (DPN) can result in foot ulcers and ultimately limb amputation. The Michigan Neuropathy Screening Instrument (MNSI) is a recommended screening tool for DPN. However, it must be appropriately translated and validated before use in new linguistic and cultural contexts. The study aimed to translate the MNSI into Bangla and assess its validity and applicability among Bangladeshi Diabetic patients. METHODS: A cross-sectional study was conducted to develop Bangla version of the MNSI questionnaire (MNSIq-Bl) following ISPOR Task Force recommendations. The translation process included reconciliation, expert committee review, and pilot testing among 20 purposively selected patients with diagnosed diabetes mellitus. Validation was performed among purposively selected 50 diabetic patients attending outpatient Department of Endocrinology, Dhaka Medical College, adhering to the inclusion and exclusion criteria between July 2018 and June 2019. Cut-off values for the MNSIq-Bl and MNSIe (questionnaire and physical examination) scores were recommended compared with the result of the Nerve Conduction Study (NCS). Ethical clearance (MIU-DMC/ECC/2019/42, dated February 6, 2019) from the due authority and informed written consent were obtained from the respondents before data collection. RESULTS: Strong inter-interviewer reliability was observed for both MNSIq-Bl (r = 0.977) and MNSIe (r = 0.923), with significance at p < 0.001. Cronbach's alpha for MNSIq-Bl (excluding Items 4 and 10) ranged from 0.7 to 0.8, indicating acceptable internal consistency. The area under the curve (AUC) for MNSIq-Bl was 0.850 at a cut-off score of >/= 2.5 with 68% sensitivity and 75% specificity. For MNSIe, the AUC was 0.918 at a cut-off score of >/= 0.5, with 90% sensitivity and 75% specificity. CONCLUSION: The Bangla version of MNSI (MNSI-Bl) is a valid and reliable tool for screening diabetic peripheral neuropathy among Bangla-speaking patients, demonstrating good diagnostic performance."
diabetes,"BACKGROUND AND AIMS: In Sudan, the prevalence of diabetes was 18.9% in 2021. Diet is the cornerstone of diabetes management. Therefore, this study aimed to assess dietary knowledge, attitude, and practices (KAP) among patients with type 2 diabetes mellitus in Khartoum state, Sudan. METHODS: A cross-sectional study was conducted in the period from August 2022 to October 2022 among 365 diabetes patients recruited from four health centers in Khartoum state. A validated questionnaire was used. The collected data were analyzed using SPSS version 25. The chi-square test and binary logistic regression analysis were used to identify variables that affect the dietary KAP of diabetes patients. RESULTS: The majority of participants had good knowledge (99%), and a positive attitude (99.5%), but poor practice (80%). Female gender, coming from a primary health care center, and practice of physical activity were significantly associated with better practice scores. Cost and difficulty maintaining healthy dietary habits at social events were the major barriers to following dietary recommendations. CONCLUSION: The good knowledge and the positive attitude were not reflected in practice. This is contrary to the international dietary recommendations and reveals hindrances that prevent participants from applying what they know, and what they believe. Therefore, focusing on solving economic difficulties together with the other major barriers should be the attention focus of health care providers in order for the education programs to be effective."
diabetes,"BACKGROUND: Gestational diabetes mellitus (GDM), a prevalent metabolic disorder associated with pregnancy, which often postpones intervention until after metabolic complications have developed. This study seeks to develop an integrated predictive model that combines first trimester metabolomic signatures with established clinical risk factors to enable the early detection of high-risk pregnancies prior to the onset of irreversible metabolic damages. METHODS: A total of 89 pregnant women [45 with GDM, 44 with normal glucose tolerance (NGT)] was recruited at Hainan Provincial People's Hospital. Serum and urine samples were subjected to untargeted metabolomic profiling employing UPLC-MS/MS. Metabolite identification was conducted using the Human Metabolome Database and Metlin databases. Bioinformatics analyses were performed on the differential metabolites. Lasso regression was employed to select the metabolites and clinical features utilized in constructing the model. The entire dataset was divided into a training set and a validation set in a 7:3 ratio. Six Machine learning models were trained to identify patients with GDM. Model performance was assessed using area under the receiver operating characteristic curve (AUC), precision, recall, and F1-score. Shapley Additive exPlanations (SHAP) analysis was used to interpret feature contributions in the optimal model. RESULTS: Cases of GDM demonstrated distinct metabolic profiles in comparison to participants with NGT. A total of 528 differential metabolites were identified, and KEGG pathway analysis mapped these metabolites to 20 pathways related to metabolism and human diseases. Lasso regression identified 11 differential metabolites and 3 clinical features for training the ML models. Ultimately, the multilayer perceptron achieved the highest classification performance, with an AUC of 0.984 (95%CI: 0.866-1.000) in the validation set. SHAP analysis identified GlcCer(d18:1/16:0) and triglycerides as the most significant predictors, demonstrating positive associations with the risk of GDM. CONCLUSION: Participants with GDM and NGT show great difference in the levels of many metabolites. The ML model according to the metabolites in the first trimester and clinical feature demonstrates high accuracy for early GDM prediction. The result of this research highlighted the potential of metabolites in the prediction of GDM in the early stage of pregnancy."
diabetes,"Novel chalcone derivatives incorporating pyrazole moieties were synthesized via microwave assisted Claisen-Schmidt condensation and evaluated for their in vitro alpha-amylase and alpha-glucosidase inhibitory potential as therapeutic agents against diabetes mellitus, a rapidly escalating global health crisis. The microwave-assisted approach demonstrated remarkable synthetic advantages achieving excellent yields (80-85%) and enhanced product purity within minutes compared to conventional methods requiring over 24 hours. Five pyrazole-chalcone hybrids, L(I) (C(19)H(16)N(2)O), L(II) (C(18)H(14)Cl(2)N(2)O), L(III) (C(18)H(14)N(3)O(3)), L(IV) (C(20)H(16)N(2)O(2)), and L(V) (C(18)H(15)N(2)O(2)), were successfully synthesized from pyrazole ketone and different substituted aldehydes. Comprehensive structural characterization using FTIR, NMR, UV-Vis, fluorescence, cyclic voltammetry, and mass spectrometry confirmed successful target compound formation. In vitro enzyme inhibition studies revealed promising dose dependent activity with compounds L(IV) (IC(50) = 212.5 microM) and L(II) (IC(50) = 215.2 microM) demonstrating superior alpha-glucosidase inhibition compared to acarbose (IC(50) = 240.6 microM), while compound L(I) exhibited potent alpha-amylase inhibitory activity (IC(50) = 501.9 microM). DNA binding studies indicated intercalative interactions with binding constants ranging from 10(3) to 10(4) M(-1). Molecular docking analysis revealed stable protein ligand complexes with compound L(II) showing binding affinities of -6.15 kcal mol(-1) for alpha-glucosidase and -5.83 kcal mol(-1) for alpha-amylase, while DFT calculations indicated HOMO-LUMO energy gaps of 3.93-4.30 eV suggesting moderate chemical reactivity. The in silico drug-likeness and oral bioavailability profiles of pyrazole-chalcone fully comply with Lipinski's criteria and exhibit excellent ADMET properties. These comprehensive findings establish pyrazole chalcone hybrids as promising multifunctional molecular scaffolds with significant potential for next-generation antidiabetic therapeutics."
diabetes,"Lemierre syndrome is a rare and potentially fatal complication of acute oropharyngeal infection, typically causing thrombophlebitis of the internal jugular vein and sepsis. We present the case of a 65-year-old female patient with type 2 diabetes mellitus who presented with otalgia and left hemifacial pain for eight days. Contrast-enhanced computed tomography of the neck showed a collection in the left submandibular space. Venous Doppler revealed thrombosis in the left external jugular vein, representing an anatomical variant or an atypical presentation of the disease. In secretion culture, Klebsiella pneumoniae was isolated. The patient was treated with antibiotics and anticoagulants and showed clinical improvement, so she was discharged after fourteen days of hospitalization. Lemierre syndrome represents a diagnostic challenge due to its nonspecific clinical presentation however, thrombophlebitis of the head and neck veins is usually the key finding, even in atypical variants."
diabetes,"BACKGROUND: Patients with diabetes mellitus (DM) have worse outcomes after percutaneous coronary intervention (PCI), even with everolimus-eluting stents (EES). Limited data are available comparing outcomes in DM versus non-DM receiving various bioresorbable polymer (BP) or durable polymer (DP) EES after rotational atherectomy (RA). We aimed to study the impact of DM on outcomes in patients undergoing PCI with BP-EES and DP-EES after RA. METHODS: Consecutive patients undergoing PCI with RA between 2014 and 2021 were included. The primary outcome was major adverse cardiac events (MACE), a composite of death, myocardial infarction (MI), or stroke at 1 year, which was stratified according to DM status. Regression analysis was performed to adjust for confounders. RESULTS: Among 2376 patients (mean age 70.3 +/- 10.7, 49.5 % DM) that underwent RA, 552 received BP-EES and 1824 received DP-EES. Both groups had similar number of stents implanted and stent diameters; however, the BP-EES group had a higher SYNTAX score and was more likely to have multi-vessel disease and undergo PCI to the left anterior descending, circumflex, and right coronary artery. In both BP-EES and DP-EES groups, there was no significant difference in adjusted risk of MACE (BP-EES: 7.3 % vs. 7.1 %, HR 0.78, 95 % CI 0.35-1.78, P = 0.562 & DP-EES: 7.5 % vs. 3.7 %, HR 1.49, 95 % CI 0.89-2.50, P = 0.130) between diabetics and non-diabetics. CONCLUSIONS: Despite differences in baseline characteristics, DM was not associated with worse MACE at one year in patients with complex coronary artery disease undergoing RA and PCI with contemporary BP-EES or DP-EES."
diabetes,"BACKGROUND: Glucagon-like peptide-1 receptor agonists (GLP-1 RAs) are a popular first-line treatment option in managing Type 2 Diabetes Mellitus (T2DM) with cardiovascular co morbidities. Studies have established the benefit of GLP-1 RAs in improving cardiovascular (CV) outcomes in patients with T2DM. However, the impact of GLP-1 RAs on mortality and cardiovascular outcomes in patients with T2DM and Heart failure with reduced ejection fraction (HFrEF) remains uncertain. METHODS: This retrospective cohort study employed an active-comparator new-user design using the TriNetX Research Network database. Patients aged 18 years or older with T2DM and left ventricular ejection fraction of </=40 % were identified for inclusion. Patients were classified into two groups: GLP-1 RAs users versus dipeptidyl peptidase 4 inhibitor (DPP4i) users. Propensity score matching (1:1) was conducted based on demographics, body mass index, comorbidities, glycated hemoglobin levels, medications and socioeconomic factors resulting in a matched cohort of 26,196 patients. Outcomes analyzed included all-cause mortality, acute myocardial infarction, cerebrovascular accident, and all-cause hospitalization. RESULTS: The GLP-1 RA user group demonstrated a reduced hazard ratio (HR, 95 % confidence interval) over 5 years compared with the DPP4i user group for all-cause mortality (0.62, 0.59-0.66, P < 0.001), all-cause hospitalization (0.71, 0.69-0.73, P < 0.001), acute myocardial infarction (0.87, 0.82-0.92, P < 0.001), heart failure exacerbation (0.83, 0.81-0.86, P < 0.001) and cerebrovascular accidents (0.85, 0.80-0.92, P < 0.001). CONCLUSION: In patients with T2DM and HFrEF, GLP-1 RA therapy shows potential beneficial effects in reducing CV events over 5 years compared to control (DPP4i) group."
diabetes,"BACKGROUND: Observational studies have suggested a potential association between autoimmune diseases and anemia, but the direction of causality remains unclear. To investigate the potential causal relationship between autoimmune diseases and anemia using Mendelian randomization (MR). METHODS: We conducted a bidirectional two-sample MR study using summary-level genetic data from the EBI and FinnGen databases. We examined 21 autoimmune diseases as exposures and anemia as the outcome, and vice versa. Multivariable MR, meta-analysis, and two-step mediation analysis involving 43 candidate mediators were also performed. Proteomic MR and colocalization analyses were used to validate causal relationships involving proteins. Functional annotations including KEGG pathway, GO enrichment, protein-protein interaction networks, and drug enrichment analyses were performed to identify potential therapeutic targets. RESULTS: Genetically determined type 1 diabetes mellitus (T1DM), rheumatoid arthritis (RA), and primary biliary cholangitis (PBC) were associated with an increased risk of anemia (P < 0.05 in meta-analysis). Reverse MR analyses suggested potential bidirectional causality between anemia and mixed connective tissue disease, hypothyroidism, and asthma. Mediation analysis indicated that hypothyroidism may contribute to anemia by elevating IgG levels. Proteomic and colocalization analyses identified several proteins associated with anemia (e.g., MCCD1, TMEM106B), T1DM (e.g., CTRB1, CTRB2, IL7RA), RA (e.g., TGFBI, IL1RN), and PBC (e.g., ALDH2, CXCL16). CONCLUSION: This MR study supports a causal effect of certain autoimmune diseases on anemia risk and highlights potential protein targets for intervention, offering new insights for anemia prevention and treatment."
diabetes,"BACKGROUND: Musculoskeletal disorders are often given lower priority and receive little attention in developing countries especially in Ethiopia. Despite extensive research on MSDs, there is no comprehensive evidence in Ethiopia on the magnitude of musculoskeletal disorders. Thus, this study aimed to determine the prevalence and associated factors of musculoskeletal disorders among patients with DM in Ethiopia. METHODS: The study was conducted in accordance with the guidelines outlined by the Preferred Reporting Items for Systematic Reviews and Meta-Analyses. The articles were searched using electronic databases including PubMed, Science Direct, and African Journals Online from October 1 to March 30, 2025. The authors carried out data extraction using a standardized form created in MS Excel. RESULTS: Eight studies were included in this systematic review and meta-analysis study. The study showed that the pooled prevalence of musculoskeletal disorders among patients with diabetes mellitus in Ethiopia is 27.79% (95% CI: 21.90-33.68, I (2) = 59.7%). Being female (OR = 1.85, 95% CI: 1.35-2.55, I (2) = 0.0%), rural residence(OR = 1.89, 95% CI: 1.21-2.95, I (2) = 46.1), age > 50 years (OR = 6.55, 95% CI: 1.23 -34.98, I (2) = 93.9%), hypertension(OR = 4.85, 95% CI 2.59-9.08, I (2) = 73.6%) and DM duration >/= 10 years (OR = 9.41, 95% CI: 1.04-85.08, I (2) = 94.9%) were associated factors of musculoskeletal disorders. CONCLUSIONS: Musculoskeletal disorders are highly prevalent among patients with diabetes in Ethiopia, particularly among older adults, those with long-standing diabetes, and individuals with comorbid conditions such as hypertension. These findings underscore the need for targeted screening and early intervention programs for high-risk groups. PROSPERO REGISTRATION NUMBER: CRD42024580332."
diabetes,"Xanthogranulomatous pyelonephritis (XPN) is a rare chronic renal infection associated with obstructive nephrolithiasis and recurrent urinary tract infections. Emphysematous pyelonephritis (EPN) is an even rarer necrotizing infection characterized by intrarenal gas, most commonly seen in patients with uncontrolled diabetes mellitus. Concurrent presentation of XPN and EPN is exceedingly uncommon, with only a few cases reported. We present a case of a 61-year-old female with no history of diabetes who presented with left flank pain, systemic symptoms, and laboratory evidence of infection and microcytic anemia. Abdominal CT revealed imaging features consistent with XPN-including hydronephrosis, a staghorn calculus, and the classic ""bear paw"" sign-alongside intrarenal gas, consistent with EPN. Urine culture grew Proteus mirabilis. The patient underwent nephrectomy and recovered uneventfully with antimicrobial therapy. This case is notable for the rare co-occurrence of XPN and EPN in a euglycemic patient, supporting the hypothesis that chronic obstruction and infection may be sufficient to induce gas-forming infections, even in the absence of hyperglycemia. Awareness of atypical presentations is essential, as early recognition and surgical management are critical to reducing morbidity in these severe renal infections."
diabetes,"Fungal bezoars in the urinary tract are rare and typically present in immunocompromised individuals, such as those with diabetes mellitus. We discuss the case of a 66-year-old bedbound female with poorly controlled type 2 diabetes mellitus who presented with intra-abdominal collections secondary to a possible bladder perforation. She was subsequently found to have bladder outlet obstruction secondary to a large fungal bezoar resembling a mucinous bladder tumour. This case highlights the importance of considering fungal bezoars in the differential diagnosis in patients presenting with bladder masses, especially in high-risk patients, to prevent misdiagnosis and ensure appropriate treatment."
